latitude,longitude,Dataset,title,thumbnail_url,artist_name,year,art_type,location_description,geom,address
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m3m0_1703558_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m3p1_1703564_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m3qj_1703725_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m3r2_1703728_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m3t3_1703734_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m3vm_1703737_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m3w4_1703743_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m405_1703746_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m41p_1703752_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m43q_1703755_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m447_1703758_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m45r_1703764_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m47s_1703772_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m49t_1703900_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m4cv_1703909_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m4dc_1703912_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m4zn_1703854_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m50n_1703777_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m515_1703767_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m54q_1703761_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m557_1703480_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m58s_1703749_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m599_1703474_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m5fc_1703740_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m5gw_1703468_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m5mz_1703731_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m5ng_1703447_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.041906,-118.206295,Nancy Tovar East LA Mural Collection,Local History,images/Tovar/21198-zz0025m5sj_1703561_thumbnail.jpg,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","34.041906,-118.206295","109, South Mott Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
